Name,University,JoinYear,Rank,Subfield,Bachelors,Masters,Doctorate,PostDoc,Sources1,Sources2,Sources3,Sources4
Minlan Yu,University of Southern California,2013,Assistant,Networks & Communications,Peking University - Beijing - China,Princeton University - USA,Princeton University - USA,University of California - Berkeley - USA,http://www-bcf.usc.edu/~minlanyu/,,,
Murali Annavaram,University of Southern California,2007,Associate,Hardware & Architecture,,,University of Michigan - USA,,http://www.usc.edu/dept/ee/scip/,,,
Nenad Medvidovia,University of Southern California,,Full,Computer Education,University of California - USA,,University of California - Irvine - USA,University of California - Irvine - USA,http://sunset.usc.edu/~neno/,,,
Nora Ayanian,University of Southern California,2013,Assistant,Artificial Intelligence,Drexel University - USA,University of Pennsylvania - USA,University of Pennsylvania - USA,Massachusetts Institute of Technology - USA,http://www-bcf.usc.edu/~ayanian/,,,
Paul Debevec,University of Southern California,,Research,Graphics,University of Michigan - USA,,University of California - Berkeley - USA,,http://www.pauldebevec.com/Bio/,,,
Paul S. Rosenbloom,University of Southern California,1967,Full,Artificial Intelligence,Stanford University - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://pollux.usc.edu/~rosenblo/,,,
Rajiv Kalia,University of Southern California,1968,Full,Scientific Computing,,Indian Institute of Technology - Kharagpur - India,Northwestern University - USA,,http://cacs.usc.edu/kalia.php,,,
Ramakant Nevatia,University of Southern California,,Full,Computer Vision,,,Stanford University - USA,,http://iris.usc.edu/people/nevatia/,http://ee.usc.edu/faculty_staff/faculty_directory/nevatia.htm,,
Ramesh Govindan,University of Southern California,2003,Full,Networks & Communications,Indian Institute of Technology - Madras - India,University of California - Berkeley - USA,University of California - Berkeley - USA,,http://sruti.usc.edu/~ramesh/,,,
Remo Rohs,University of Southern California,2011,Assistant,Bioinformatics & Computational Biology,,,University of Wisconsin - Madison - USA,,http://rohslab.cmb.usc.edu/People.html,,,
Shaddin Dughmi,University of Southern California,2012,Assistant,Algorithms & Theory,Cornell University - USA,Stanford University - USA,Stanford University - USA,Microsoft Research - USA,http://www-bcf.usc.edu/~shaddin/,,,
Shahram Ghandeharizadeh,University of Southern California,1985,Associate,Computer Education,University of Wisconsin - Madison - USA,,University of Wisconsin - Madison - USA,,http://perspolis.usc.edu/Users/shahram/,,,
Shang-Hua Teng,University of Southern California,2007,Full,Algorithms & Theory,Shanghai Jiao Tong University - Shanghai - China,University of Wisconsin - Madison - USA,Carnegie Mellon University - USA,,http://www-bcf.usc.edu/~shanghua/,,,
Shrikanth (Shri) S. Narayanan,University of Southern California,2004,Full,Human-Computer Interaction,,University of California - Los Angeles,University of California - Los Angeles,Bell Laboratories - USA,http://sail.usc.edu/shri.php,,,
Stefan Schaal,University of Southern California,,Full,Machine Learning & Pattern Recognition,,Technical University of Munich - Germany,Technical University of Munich - Germany,Massachusetts Institute of Technology - USA,http://www-clmc.usc.edu/~sschaal/,http://www.usc.edu/programs/neuroscience/faculty/profile.php?fid=66,,
Stephen Lu,University of Southern California,,Full,Machine Learning & Pattern Recognition,National Taiwan University - Taipei - Taiwan,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://ise.usc.edu/directory/stephen_lu.htm,,,
Sven Koenig,University of Southern California,2003,Full,Artificial Intelligence,University of Hamburg - Germany,University of California - Berkeley - USA,Carnegie Mellon University - USA,,http://www.idm-lab.org/,http://idm-lab.org/cv/usc.pdf,,
Tim-Ting Chen,University of Southern California,2008,Full,Bioinformatics & Computational Biology,University of Southern California - USA,Carnegie Mellon University - USA,State University of New York - Stony Brook - USA,,http://www.cmb.usc.edu/people/tingchen/,,,
Todd A. Brun,University of Southern California,2000,Associate,Algorithms & Theory,Harvard University - USA,California Institute of Technology - USA,California Institute of Technology - USA,,http://www-bcf.usc.edu/~tbrun/Data/cv.html,,,
Ulrich Neumann,University of Southern California,2003,Full,Graphics,,State University of New York - Buffalo - USA,University of North Carolina - Chapel Hill - USA,,http://graphics.usc.edu/cgit/un.html,,,
Viktor K. Prasanna,University of Southern California,2010,Full,Distributed & Parallel Computing,Bangalore University - India,,Pennsylvania State University - USA,,http://halcyon.usc.edu/~pk/prasannawebsite/,,,
William GJ Halfond,University of Southern California,2010,Assistant,Software Engineering,University of Virginia - USA,Georgia Institute of Technology - USA,Georgia Institute of Technology - USA,,http://www-bcf.usc.edu/~halfond/,,,
Wyatt Lloyd,University of Southern California,2014,Assistant,Operating Systems,Pennsylvania State University - USA,Princeton University - USA,Princeton University - USA,Facebook - USA,http://www.cs.princeton.edu/~wlloyd/application/wyatt-lloyd-cv.pdf,,,
Xianghong Jasmine Zhou,University of Southern California,2010,Full,Bioinformatics & Computational Biology,,,University of Southern California - USA,,http://zhoulab.usc.edu/,,,
Yan Liu,University of Southern California,2010,Assistant,Algorithms & Theory,Peking University - Beijing - China,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www-bcf.usc.edu/~liu32/,http://www-bcf.usc.edu/~liu32/new-cv.pdf,,
Adam Klivans,University of Texas - Austin,2005,Associate,Algorithms & Theory,Carnegie Mellon University - USA,Carnegie Mellon University - USA,Massachusetts Institute of Technology - USA,Harvard University - USA,http://www.cs.utexas.edu/~klivans/,,,
Alan K. Cline,University of Texas - Austin,,Full,Scientific Computing,University of Michigan - USA,University of Michigan - USA,University of Michigan - USA,,https://www.cs.utexas.edu/faculty/cline,,,
Aloysius K. Mok,University of Texas - Austin,1983,Full,Real-Time & Embedded Systems,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.utexas.edu/~mok/mok.html,,,
Anna Gal,University of Texas - Austin,2012,Full,Algorithms & Theory,University of Chicago - USA,University of Chicago - USA,University of Chicago - USA,,http://www.cs.utexas.edu/users/panni/,,,
Brent Waters,University of Texas - Austin,2008,Associate,Security & Privacy,University of California - Los Angeles - USA,,Princeton University - USA,,http://www.cs.utexas.edu/~bwaters/,,,
Calvin Lin,University of Texas - Austin,,Full,Programming Languages,,,University of Washington - USA,,http://www.cs.utexas.edu/faculty/lin,,,
Chandrajit Bajaj,University of Texas - Austin,1997,Full,Graphics,Indian Institute of Technology - Delhi - India,Cornell University - USA,Cornell University - USA,,http://www.cs.utexas.edu/users/bajaj/cvc/index.shtml,,,
Dana H. Ballard,University of Texas - Austin,1982,Associate,Computer Vision,Massachusetts Institute of Technology - USA,University of Michigan - USA,University of California - Irvine - USA,University of Colorado Boulder - USA,http://www.cs.utexas.edu/~dana/,,,
Daniel Miranker,University of Texas - Austin,1986,Full,Bioinformatics & Computational Biology,Massachusetts Institute of Technology - USA,Columbia University - USA,Columbia University - USA,,http://www.cs.utexas.edu/~miranker/,,,
David I. Zuckerman,University of Texas - Austin,2010,Full,Algorithms & Theory,Harvard University - USA,,University of California - Berkeley - USA,Massachusetts Institute of Technology - USA,http://www.cs.utexas.edu/~diz/,,,
Don Batory,University of Texas - Austin,1983,Full,Databases,Case Western Reserve University - USA,Case Western Reserve University - USA,University of Toronto - Canada,,http://www.cs.utexas.edu/users/dsb/,,,
Donald Fussell,University of Texas - Austin,,Full,Graphics,Dartmouth College - USA,University of Texas - Dallas - USA,University of Texas - Dallas - USA,,http://www.cs.utexas.edu/users/fussell/,,,
E. Allen Emerson,University of Texas - Austin,1975,Full,Algorithms & Theory,University of Texas - Austin - USA,Harvard University - USA,Harvard University - USA,,http://www.cs.utexas.edu/users/emerson/,,,
Emmett Witchel,University of Texas - Austin,2004,Associate,Operating Systems,Stanford University - USA,Stanford University - USA,Massachusetts Institute of Technology - USA,,http://www.cs.utexas.edu/~witchel/,https://utdirect.utexas.edu/apps/student/coursedocs/nlogon/download/2427068/,,
Eric Price,University of Texas - Austin,2014,Assistant,Computer Education,,,Massachusetts Institute of Technology - USA,University of California - Berkeley - USA,https://www.cs.utexas.edu/game-changers/new-faculty/eric-price,http://www.mit.edu/~ecprice/,,
Etienne Vouga,University of Texas - Austin,2014,Assistant,Graphics,,,Columbia University - USA,,https://www.cs.utexas.edu/faculty/vouga,,,
Gordon S. Novak Jr.,University of Texas - Austin,1976,Full,Algorithms & Theory,University of Texas - Austin - USA,University of Texas - Austin - USA,University of Texas - Austin - USA,,http://www.cs.utexas.edu/~novak/,,,
Greg Plaxton,University of Texas - Austin,1997,Associate,Algorithms & Theory,University of Toronto - Canada,,Stanford University - USA,,http://www.cs.utexas.edu/~plaxton/,,,
Isil Dillig,University of Texas - Austin,2014,Assistant,Programming Languages,Stanford University - USA,Stanford University - USA,Stanford University - USA,,http://www.cs.utexas.edu/~isil/,,,
J. Strother Moore,University of Texas - Austin,1997,Full,Scientific Computing,Massachusetts Institute of Technology - USA,,University of Edinburgh - United Kingdom,,http://www.cs.utexas.edu/~moore/,,,
James C. Browne,University of Texas - Austin,1960,Full,Distributed & Parallel Computing,Hendrix College - USA,,University of Texas - Austin - USA,,http://www.cs.utexas.edu/~browne/,,,
Jayadev Misra,University of Texas - Austin,,Full,Programming Languages,Indian Institute of Technology - Kanpur - India,,Johns Hopkins University - USA,,http://www.cs.utexas.edu/users/misra/,,,
Keshav Pingali,University of Texas - Austin,,Full,Programming Languages,Indian Institute of Technology - Kanpur - India,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.utexas.edu/~pingali/,,,
Kristen Grauman,University of Texas - Austin,2007,Associate,Computer Vision,Boston College - USA,Massachusetts Institute of Technology - USA,Massachusetts Institute of Technology - USA,,http://www.cs.utexas.edu/~grauman/,,,
Lorenzo Alvisi,University of Texas - Austin,2007,Full,Distributed & Parallel Computing,University of Bologna - Italy,Cornell University - USA,Cornell University - USA,,http://www.cs.utexas.edu/~lorenzo/,,,
Michael D. Dahlin,University of Texas - Austin,1996,Full,Distributed & Parallel Computing,Rice University - USA,,University of California - Berkeley - USA,,http://www.cs.utexas.edu/users/dahlin/,,,
Mohamed G. Gouda,University of Texas - Austin,1980,Full,Programming Languages,Cairo University - Cairo - Egypt,York University - Canada,University of Waterloo - Ontario - Canada,,http://www.cs.utexas.edu/~gouda/,,,
Peter Stone,University of Texas - Austin,2002,Full,Bioinformatics & Computational Biology,University of Chicago - USA,Carnegie Mellon University - USA,Carnegie Mellon University - USA,,http://www.cs.utexas.edu/~pstone/,,,
Raymond Mooney,University of Texas - Austin,1988,Full,Natural Language & Speech,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,University of Illinois at Urbana-Champaign - USA,,http://www.cs.utexas.edu/~mooney/,,,
Risto Miikkulainen,University of Texas - Austin,2002,Full,Bioinformatics & Computational Biology,,Helsinki University of Technology - Aalto University - Finland,University of California - Los Angeles - USA,,http://www.cs.utexas.edu/~risto/,,,
Robert A. Van de Geijn,University of Texas - Austin,1987,Full,Algorithms & Theory,University of Wisconsin - Madison - USA,,University of Maryland - College Park - USA,,http://www.cs.utexas.edu/~rvdg/,,,
Simon S. Lam,University of Texas - Austin,1977,Full,Computer Education,Washington State University - USA,University of California - Los Angeles - USA,University of California - Los Angeles - USA,,http://www.cs.utexas.edu/users/lam/,http://www.cs.utexas.edu/users/lam/Vita/,,
Thomas Dillig,University of Texas - Austin,2014,Assistant,Programming Languages,Stanford University - USA,Stanford University - USA,Stanford University - USA,,https://www.cs.utexas.edu/faculty/tdillig,,,
Vijaya Ramachandran,University of Texas - Austin,1989,Full,Algorithms & Theory,Indian Institute of Science - Bangalore - India,Indian Institute of Science - Bangalore - India,Princeton University - USA,University of Illinois at Urbana-Champaign - USA,http://www.cs.utexas.edu/~vlr/,,,
Warren A. Hunt Jr.,University of Texas - Austin,2005,Full,Software Engineering,Rice University - USA,,University of Texas - Austin - USA,,http://www.cs.utexas.edu/~hunt/,,,
William H. Press,University of Texas - Austin,2007,Full,Bioinformatics & Computational Biology,Harvard University - USA,California Institute of Technology - USA,California Institute of Technology - USA,,http://nr.com/whp/,,,
William R. Cook,University of Texas - Austin,2003,Associate,Programming Languages,Tulane University - USA,Brown University - USA,Brown University - USA,,http://www.cs.utexas.edu/~wcook/,,,
Yin Zhang,University of Texas - Austin,2010,Associate,Graphics,Peking University - Beijing - China,Cornell University - USA,Cornell University - USA,,http://www.cs.utexas.edu/~yzhang/,,,
