Movie Title,Passes Bechdel Test?,Number of Criteria Passed,Clarity of Pass,Has at least two [named] women in it,The women talk to each other,The women talk about something besides a man,Genre,Director,Main Actors,Production Company,Plot Keywords (top 10),Year,Rating,Runtime (min),Plot,Language,Country,Image,IMDb Popularity Score,Award Popularity,IMDb rating,IMDb votes,Nominations,Wins,IMDB Link
We Need to Talk About Kevin (2011),Yes,3,Clear,Pass,Pass,Pass,"Drama, Thriller",Lynne Ramsay,"Tilda Swinton, John C. Reilly, Ezra Miller, Jasper Newell","British Broadcasting Corporation (BBC), UK Film Council, Footprint","defiance, mental illness, toilet training, psychopath, boy, marital estrangement, mother son estrangement, incommunicability, loosely based on real events, glass eye",2011,Restricted,112,"Kevin's mother struggles to love her strange child, despite the increasingly vicious things he says and does as he grows up. But Kevin is just getting started, and his final act will be beyond anything anyone imagined.",English,"United Kingdom, United States",http://ia.media-imdb.com/images/M/MV5BMjE0NDE0MjYxNF5BMl5BanBnXkFtZTcwNjM2NTY5Ng@@._V1_SX300.jpg,564938,179,7.5,"75,325",44,27,http://www.imdb.com/title/tt1242460/
We're the Millers (2013),Yes,3,Clear,Pass,Pass,Pass,Comedy,Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter","New Line Cinema, Newman/Tooley Films, Slap Happy Productions","mexico, stripper, marijuana, neighbor, drug dealer, dea agent, fake family, lap dance, fondling, voyeurism",2013,Restricted,110,A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"English, Spanish",United States,http://ia.media-imdb.com/images/M/MV5BMjA5Njc0NDUxNV5BMl5BanBnXkFtZTcwMjYzNzU1OQ@@._V1_SX300.jpg,1679484,30,7.1,"236,547",10,4,http://www.imdb.com/title/tt1723121/
Weekend (2011),No,1,,Pass,Fail,Fail,"Drama, Romance",Andrew Haigh,"Tom Cullen, Chris New, Jonathan Race, Laura Freeman","The Bureau, EM Media, Glendale Picture Company","drugs, briefs, gay interest, masturbation, fellatio, nudity, nightclub, gay man straight man relationship, semen, ejaculation",2011,Not Rated,97,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special.",English,United Kingdom,http://ia.media-imdb.com/images/M/MV5BMTU1MDY0ODIzMl5BMl5BanBnXkFtZTcwMzk2MjA0Ng@@._V1_SX300.jpg,111881,120,7.7,"14,530",15,21,http://www.imdb.com/title/tt1714210/
Welcome to the Punch (2013),No,1,,Pass,Fail,Fail,"Action, Crime, Thriller",Eran Creevy,"James McAvoy, Mark Strong, Andrea Riseborough, Johnny Harris","Worldview Entertainment, Between The Eyes, Automatik Entertainment","detective, heist, conspiracy, criminal, assassin, police, no opening credits, shot in the head, head blown off, shot in the arm",2013,Restricted,99,"Ex-criminal Jacob Sternwood is forced to return to London when his son is involved in a heist gone wrong. This gives his nemesis, detective Max Lewinsky, one last chance to catch the man he's always been after.",English,"United Kingdom, United States",http://ia.media-imdb.com/images/M/MV5BODkwNjY1MjUzOF5BMl5BanBnXkFtZTcwOTU0NDAyOQ@@._V1_SX300.jpg,130589,5,6.1,"21,408",,1,http://www.imdb.com/title/tt1684233/
Welcome to the Rileys (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Jake Scott,"James Gandolfini, Kristen Stewart, Melissa Leo, Joe Chrest","Samuel Goldwyn Films, Destination Films, Scott Free Productions","stripper, prostitute, car accident, gravestone, cemetery, poker, business trip, runaway, teenager, indianapolis indiana",2010,Restricted,110,"On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.",English,"United Kingdom, United States",http://ia.media-imdb.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX300.jpg,120239,8,7,"17,177",3,1,http://www.imdb.com/title/tt1183923/
West Is West (2010),Yes,3,Dubious,Pass,Pass,Pass,"Comedy, Drama",Andy De Emmony,"Aqib Khan, Om Puri, Linda Bassett, Robert Pugh","British Broadcasting Corporation (BBC), Assassin Films","salford, pakistan, bully, runt, manchester, teenage boy, husband wife relationship, interracial relationship, interracial marriage, school uniform",2010,,103,An immigrant father decides to take his truant son back to the old country.,"English, Panjabi",United Kingdom,http://ia.media-imdb.com/images/M/MV5BMTc1OTA3ODkxMV5BMl5BanBnXkFtZTcwNjMwMTA3NA@@._V1_SX300.jpg,13241,,6.5,"2,037",,,http://www.imdb.com/title/tt1441956/
What Maisie Knew (2012),Yes,3,Clear,Pass,Pass,Pass,Drama,"Scott McGehee, David Siegel","Julianne Moore, Steve Coogan, Alexander Skarsgård, Joanna Vanderham","Red Crown Productions, Weinstock Productions, 10th Hole Productions","custody battle, new york city, art dealer, rock star, girl, bartender, nanny, father daughter relationship, mother daughter relationship, ex husband ex wife relationship",2012,Restricted,99,"In New York City, a young girl is caught in the middle of her parents' bitter custody battle.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTY1MDk0MTIzN15BMl5BanBnXkFtZTcwNDM3NzkxOQ@@._V1_SX300.jpg,118905,19,7.5,"15,854",4,3,http://www.imdb.com/title/tt1932767/
What to Expect When You're Expecting (2012),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama, Romance",Kirk Jones,"Cameron Diaz, Jennifer Lopez, Elizabeth Banks, Chace Crawford","Lionsgate, Alcon Entertainment, Phoenix Pictures","pregnancy, photographer, baby, expecting twins, bare chested male, miscarriage, watching a video on a computer, underwater scene, swimming pool, tattoo",2012,"Parental guidance, Unsuitable for children under 13",110,"Follows the lives of five interconnected couples as they experience the thrills and surprises of having a baby, and realize that no matter what you plan for, life does not always deliver what is expected.",English,United States,http://ia.media-imdb.com/images/M/MV5BODYzNjI0ODUzNF5BMl5BanBnXkFtZTcwNTI1MjQ2Nw@@._V1_SX300.jpg,274712,14,5.7,"48,195",14,,http://www.imdb.com/title/tt1586265/
What We Do in the Shadows (2014),No,1,,Pass,Fail,Fail,Comedy,"Jemaine Clement, Taika Waititi","Jemaine Clement, Taika Waititi, Jonathan Brugh, Cori Gonzalez-Macuer","Unison Films, Defender Films, Funny or Die","vampire, swear words, dispute, werewolf transformation, witch, alpha male, zombie, werewolf pack, werewolf, based on short film",2014,,86,"Follow the lives of Viago (Taika Waititi), Deacon (Jonathan Brugh), and Vladislav (Jemaine Clement) - three flatmates who are just trying to get by and overcome life's obstacles-like being ...","English, German",New Zealand,http://ia.media-imdb.com/images/M/MV5BMTQwMTg1NjQxM15BMl5BanBnXkFtZTgwMTU5NzEzMTE@._V1_SX300.jpg,18000,16,8,"2,250",1,3,http://www.imdb.com/title/tt3416742/
What's Your Number (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Mark Mylod,"Anna Faris, Chris Evans, Ari Graynor, Blythe Danner","Regency Enterprises, New Regency Pictures, Contrafilm","prince charming, womanizer, girl in panties, blue panties, white panties, panties, female protagonist, blackberry cell phone, boston celtics, blackberry",2011,Restricted,106,A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,290418,,6,"48,403",,,http://www.imdb.com/title/tt0770703/
When in Rome (2010),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Romance",Mark Steven Johnson,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito","Touchstone Pictures, Krasnoff Foster Productions","coin, fountain, fountain of love, spell, wedding, new yorker, camera shot of feet, wading in fountain, bratwurst, sausage",2010,"Parental guidance, Unsuitable for children under 13",91,"Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.","English, Italian",United States,http://ia.media-imdb.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX300.jpg,234702,2,5.5,"42,673",2,,http://www.imdb.com/title/tt1185416/
When Pigs Have Wings (2011),No,1,,Pass,Fail,Fail,Comedy,Sylvain Estibal,"Sasson Gabai, Baya Belal, Myriam Tekaïa, Gassan Abbas","Marilyn Productions, StudioCanal, Barry Films",,2011,,98,"After a tempest, fishermen do not find only fish in their nets. That is what happens to Jafaar, a poor fisherman who lives poorly in Gaza. And what he hauls in is really upsetting : imagine...","English, Arabic, Hebrew","France, Germany, Belgium",http://ia.media-imdb.com/images/M/MV5BMTgyMzUwMDc0NF5BMl5BanBnXkFtZTgwMTM3NzcwMzE@._V1_SX300.jpg,11298,13,7,"1,614",3,2,http://www.imdb.com/title/tt1735200/
When the Game Stands Tall (2014),No,1,,Pass,Fail,Fail,"Drama, Sport",Thomas Carter,"Jim Caviezel, Alexander Ludwig, Michael Chiklis, Laura Dern","Affirm Films, Mandalay Pictures","coach, high school football",2014,Parental guidance,115,"The journey of legendary football coach Bob Ladouceur, who took the De La Salle High School Spartans from obscurity to a 151-game winning streak that shattered all records for any American sport.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTQ5NDMzOTI3MV5BMl5BanBnXkFtZTgwMjU4MTMyMjE@._V1_SX300.jpg,14693,,7,"2,099",,,http://www.imdb.com/title/tt2247476/
Where Do We Go Now? (2011),Yes,3,Clear,Pass,Pass,Pass,"Comedy, Drama",Nadine Labaki,"Claude Baz Moussawbaa, Leyla Hakim, Nadine Labaki, Yvonne Maalouf","Les Films des Tournelles, Pathé, Les Films de Beyrouth","village, muslim, christian, punctuation in title, written and directed by cast member, statue, christianity, islam, priest, imam",2011,"Parental guidance, Unsuitable for children under 13",110,A group of Lebanese women try to ease religious tensions between Christians and Muslims in their village.,"Arabic, Russian, English","France, Lebanon, Egypt, Italy",http://ia.media-imdb.com/images/M/MV5BMTM4MDgxNjU4Nl5BMl5BanBnXkFtZTcwMzc2MTM2Nw@@._V1_SX300.jpg,48945,39,7.5,"6,526",4,7,http://www.imdb.com/title/tt1772424/
Whiplash (2014),No,1,,Pass,Fail,Fail,"Drama, Music",Damien Chazelle,"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist","Bold Films, Blumhouse Productions, Right of Way Films","drummer, music school, new york city, obsession, mentor protege relationship, jazz music, music conductor, teacher student relationship, music competition, music teacher",2014,Restricted,107,A promising young drummer enrolls at a cutthroat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTU4OTQ3MDUyMV5BMl5BanBnXkFtZTgwOTA2MjU0MjE@._V1_SX300.jpg,61396,38,8.7,"7,057",3,7,http://www.imdb.com/title/tt2582802/
White Alligator (2012),Yes,3,Clear,Pass,Pass,Pass,Comedy,Raquel Almazan,"Viviana Leo, Alexis Brandt, Alexis Suarez, Kimberly Hebert Gregory",,,2012,,92,"A Puerto Rican television network awards a young native actress her own show, documenting her quick rise to success in NYC. Her only problem: She's white.",English,United States,,,,,,,,http://www.imdb.com/title/tt2435166/
White Bear (2013),Yes,3,Dubious,Pass,Pass,Pass,"Comedy, Drama, Thriller",Carl Tibbetts,"Lenora Crichlow, Michael Smiley, Tuppence Middleton, Ian Bonar","Zeppotron, Channel 4",,2013,,42,"Victoria wakes with a head-ache and bandaged wrists,pills spilled on the floor. A strange sign is flickering on the television but she can remember nothing. Outside she meets Jem, a young ...",English,United Kingdom,http://ia.media-imdb.com/images/M/MV5BMTk5NTk1Mzg3Ml5BMl5BanBnXkFtZTcwNDAyNzY3OA@@._V1_SX300.jpg,9384,,8,"1,173",,,http://www.imdb.com/title/tt2542420/
White House Down (2013),No,2,,Pass,Pass,Fail,"Action, Drama, Thriller",Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke","Columbia Pictures, Mythology Entertainment, Centropolis Entertainment","president, white house, secret service, tour, bunker, armory, secret service agent, fight, explosion, coup",2013,"Parental guidance, Unsuitable for children under 13",131,"While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",English,United States,http://ia.media-imdb.com/images/M/MV5BMTAyNzQyNTcwNjVeQTJeQWpwZ15BbWU3MDAwOTQ4Nzk@._V1_SX300.jpg,810854,23,6.4,"126,696",8,3,http://www.imdb.com/title/tt2334879/
Who Am I - Kein System ist sicher (2014),No,2,,Pass,Pass,Fail,Thriller,Baran bo Odar,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr.","Wiedemann & Berg Filmproduktion, Seven Pictures, Deutsche Columbia Pictures Film Produktion",,2014,,105,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.","German, English, Russian",Germany,http://ia.media-imdb.com/images/M/MV5BNDg4NjU3MTYzNl5BMl5BanBnXkFtZTgwNzE2MDU2MjE@._V1_SX300.jpg,12620,,7.7,"1,639",,,http://www.imdb.com/title/tt3042408/
Wicked Blood (2014),Yes,3,Clear,Pass,Pass,Pass,"Action, Drama, Thriller",Mark Young,"Abigail Breslin, Alexa PenaVega, Sean Bean, James Purefoy","Industrial Entertainment, Nazz Productions, Primary PIctures","chess, meth, pawn, love, drugs, two word title, louisiana, grenade, f word, betrayal",2014,Not Rated,92,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",English,United States,http://ia.media-imdb.com/images/M/MV5BMzQ5MjgwOTkzN15BMl5BanBnXkFtZTgwMjE1NzUzMTE@._V1_SX300.jpg,5467,1,5.5,994,1,,http://www.imdb.com/title/tt2761578/
Wild Target (2010),No,1,,Pass,Fail,Fail,"Action, Comedy, Crime",Jonathan Lynn,"Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett","Magic Light Pictures, CinemaNX, Isle of Man Film","thief, assassin, apprentice, kleptomaniac, hitman, blood spatter, hitman killed, flash forward, burying a body, exploding gun",2010,"Parental guidance, Unsuitable for children under 13",98,A hitman tries to retire but a beautiful thief may change his plans.,English,"United Kingdom, France",http://ia.media-imdb.com/images/M/MV5BMTQ1ODIzNDYyMl5BMl5BanBnXkFtZTcwMTc1NDk5Mw@@._V1_SX300.jpg,178634,,6.9,"25,889",,,http://www.imdb.com/title/tt1235189/
Win Win (2011),Yes,3,Dubious,Pass,Pass,Pass,"Comedy, Drama, Sport",Thomas McCarthy,"Paul Giamatti, Amy Ryan, Bobby Cannavale, Jeffrey Tambor","Twentieth Century Fox, Everest Entertainment, Groundswell Productions","coach, wrestling, attorney, rehab, lawyer, high school wrestling, high school, wrestling coach, face slap, reference to darth vader",2011,Restricted,106,A struggling lawyer and volunteer wrestling coach's chicanery comes back to haunt him when the teenage grandson of the client he has double-crossed comes into his life.,English,United States,http://ia.media-imdb.com/images/M/MV5BMTczNTgzNjY4OF5BMl5BanBnXkFtZTcwMTcwMjI0NA@@._V1_SX300.jpg,320868,50,7.2,"44,565",15,7,http://www.imdb.com/title/tt1606392/
Winnie the Pooh (2011),No,0,,Fail,Fail,Fail,"Animation, Adventure, Comedy","Stephen J. Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson","Walt Disney Pictures, Walt Disney Pictures","rabbit, owl, sequel, tiger, pig, friendship, donkey, disney animated feature, bear, based on children's book",2011,General Audience,63,"Eeyore has lost his tail, and Winnie the Pooh and his friends hold a contest to get him a new one.",English,United States,http://ia.media-imdb.com/images/M/MV5BMjI2MTMxMDYwMl5BMl5BanBnXkFtZTcwMDM0NTQ4NA@@._V1_SX300.jpg,97024,41,7.3,"13,291",16,5,http://www.imdb.com/title/tt1449283/
Winter's Bone (2010),Yes,3,Clear,Pass,Pass,Pass,Drama,Debra Granik,"Jennifer Lawrence, Isaiah Stone, Ashlee Thompson, Valerie Richards","Anonymous Content, Winter's Bone Productions","court, bail, drug trade, crystal meth, mentally ill mother, bail bond, hillbilly, money, neighbor, sheriff",2010,Restricted,100,An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.,English,United States,http://ia.media-imdb.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX300.jpg,697183,437,7.2,"96,831",92,69,http://www.imdb.com/title/tt1399683/
Winter's Tale (2014),Yes,3,Clear,Pass,Pass,Pass,"Drama, Fantasy, Mystery",Akiva Goldsman,"Colin Farrell, Matt Bomer, Lucy Griffiths, Michael Patrick Crane","Village Roadshow Pictures, Warner Bros., Weed Road Pictures","falling through ice, drawing with blood, black and white photograph, red haired woman, playing piano, riding bareback, stethoscope, grand central terminal, miracle, seizure",2014,"Parental guidance, Unsuitable for children under 13",118,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",English,United States,http://ia.media-imdb.com/images/M/MV5BNTMyNjI1NTM4N15BMl5BanBnXkFtZTgwNjcwMzc1MDE@._V1_SX300.jpg,164040,1,6.2,"26,458",1,,http://www.imdb.com/title/tt1837709/
Wir sind die Neuen (2014),Yes,3,Clear,Pass,Pass,Pass,Comedy,Ralf Westhoff,"Gisela Schneeberger, Heiner Lauterbach, Michael Wittenborn, Claudia Eisinger","Ralf Westhoff Filmproduktion, DRIFE Productions, Bayerischer Rundfunk","old hippy, commune, generation gap",2014,,91,,German,Germany,,2387,,7,341,,,http://www.imdb.com/title/tt3777462/
Wireboy (2012),No,1,,Pass,Fail,Fail,"Short, Fantasy, Horror",Cassandra Sechler,"Jill Darnell, Aaron Grobler, Craig Jacobson, Stefano Lima",,,2012,,15,"Wireboy is a visual representation of cyberspace, sexual desires, over-stimulation, surveillance, identity, depravity, and corruption. Representation of the self and the future that is ...",,United States,http://ia.media-imdb.com/images/M/MV5BMTU5NzkxOTM1Nl5BMl5BanBnXkFtZTcwMjc2NjYxOQ@@._V1_SX300.jpg,0,,,,,,http://www.imdb.com/title/tt2678152/
