;A;B;C
R9893;0;1;0
R9894;1;0;1
R9895;0;0;0
R9896;0;1;0
R9897;1;0;0
R9898;0;0;0
R9899;0;0;0
R9900;1;0;0
R9901;1;1;1
R9902;1;1;0
R9903;1;1;1
R9904;0;0;0
R9905;1;0;1
R9906;0;1;1
R9907;1;1;0
R9908;0;0;0
R9909;0;0;0
R9910;1;1;1
R9911;1;0;1
R9912;0;0;0
R9913;1;0;1
R9914;1;1;0
R9915;0;1;0
R9916;0;1;0
R9917;1;0;0
R9918;0;1;0
R9919;1;1;0
R9920;0;1;1
R9921;0;1;1
R9922;0;0;0
R9923;1;1;0
R9924;1;0;0
R9925;1;0;1
R9926;0;0;0
R9927;0;1;0
R9928;0;0;0
R9929;0;0;1
R9930;0;0;0
R9931;0;0;1
R9932;0;1;0
R9933;0;1;0
R9934;1;0;1
R9935;1;0;0
R9936;1;0;0
R9937;0;1;0
R9938;0;0;1
R9939;1;0;0
R9940;0;1;1
R9941;0;1;0
R9942;1;0;0
R9943;0;0;1
R9944;1;1;0
R9945;0;0;0
R9946;0;0;0
R9947;1;1;1
R9948;0;1;0
R9949;0;0;1
R9950;0;0;0
R9951;0;0;1
R9952;1;1;1
R9953;0;0;0
R9954;0;0;0
R9955;1;0;1
R9956;1;1;0
R9957;1;0;1
R9958;1;0;1
R9959;0;1;1
R9960;0;0;1
R9961;0;0;0
R9962;0;0;0
R9963;1;0;1
R9964;0;0;1
R9965;0;1;0
R9966;0;1;0
R9967;1;0;1
R9968;0;1;0
R9969;0;1;1
R9970;1;0;1
R9971;0;0;0
R9972;0;0;0
R9973;0;1;0
R9974;1;1;0
R9975;0;0;1
R9976;1;0;1
R9977;0;0;0
R9978;1;1;0
R9979;1;1;1
R9980;1;0;1
R9981;0;1;1
R9982;0;1;1
R9983;0;1;0
R9984;1;0;1
R9985;1;1;0
R9986;0;1;1
R9987;0;1;0
R9988;1;0;0
R9989;0;0;1
R9990;1;1;1
R9991;0;0;1
R9992;0;0;1
R9993;0;1;0
R9994;1;1;1
R9995;0;0;0
R9996;0;1;0
R9997;1;0;1
R9998;1;1;1
R9999;1;0;1
R10000;0;1;1
R10001;1;1;1
R10002;0;1;1
R10003;1;1;0
R10004;1;0;1
R10005;1;0;1
R10006;1;1;1
R10007;1;1;0
R10008;1;0;1
R10009;1;1;0
R10010;1;0;0
R10011;0;0;1
R10012;1;1;1
R10013;0;0;0
R10014;1;0;0
R10015;0;1;1
R10016;0;1;1
R10017;0;0;1
R10018;1;1;1
R10019;1;1;1
R10020;0;0;1
R10021;0;0;1
R10022;0;0;1
R10023;0;1;1
R10024;1;0;1
R10025;1;1;0
R10026;0;0;1
R10027;1;0;1
R10028;0;0;1
R10029;0;1;1
R10030;1;0;1
R10031;0;1;1
R10032;1;0;1
R10033;1;1;0
R10034;1;1;1
R10035;1;1;1
R10036;0;0;1
R10037;1;1;0
R10038;1;0;0
R10039;0;1;1
R10040;0;0;1
R10041;0;0;1
R10042;1;0;0
R10043;1;0;1
R10044;1;1;1
R10045;1;1;0
R10046;0;1;0
R10047;1;0;1
R10048;1;1;0
R10049;1;1;1
R10050;1;0;0
R10051;1;0;0
R10052;0;0;0
R10053;1;1;0
R10054;1;1;1
R10055;1;1;0
R10056;1;1;0
R10057;0;1;1
R10058;1;1;0
R10059;1;1;0
R10060;0;0;0
R10061;0;0;1
R10062;0;1;1
R10063;0;1;0
R10064;1;0;1
R10065;0;0;0
R10066;0;1;1
R10067;0;1;1
R10068;0;1;1
R10069;1;0;0
R10070;1;0;0
R10071;0;0;1
R10072;0;1;1
R10073;0;1;1
R10074;0;0;0
R10075;1;0;1
R10076;1;0;0
R10077;0;0;0
R10078;1;0;0
R10079;1;0;1
R10080;0;0;0
R10081;1;1;1
R10082;0;0;1
R10083;0;0;1
R10084;1;1;1
R10085;0;0;0
R10086;0;0;1
R10087;0;1;0
R10088;0;0;1
R10089;1;1;0
R10090;0;0;0
R10091;1;1;0
R10092;0;0;1
R10093;1;1;0
R10094;1;0;1
R10095;0;0;1
R10096;0;0;1
R10097;1;0;1
R10098;0;1;0
R10099;0;0;1
R10100;1;0;1
R10101;1;0;1
R10102;0;0;0
R10103;1;1;0
R10104;0;1;0
R10105;1;1;0
R10106;0;1;1
R10107;0;1;0
R10108;1;0;1
R10109;0;0;1
R10110;1;0;0
R10111;1;0;1
R10112;1;0;0
R10113;1;1;1
R10114;0;1;1
R10115;0;1;0
R10116;0;1;0
R10117;1;0;0
R10118;1;1;0
R10119;0;1;0
R10120;1;1;1
R10121;1;1;0
R10122;1;1;1
R10123;1;0;0
R10124;1;1;1
R10125;1;1;0
R10126;1;0;1
R10127;1;1;0
R10128;1;0;1
R10129;0;0;0
R10130;1;1;1
R10131;0;0;0
R10132;0;0;1
R10133;0;0;1
R10134;0;1;1
R10135;0;1;1
R10136;1;0;0
R10137;0;0;0
R10138;1;1;0
R10139;1;0;1
R10140;1;1;0
R10141;0;0;1
R10142;1;1;1
R10143;0;1;0
R10144;0;1;0
R10145;0;1;0
R10146;1;1;1
R10147;0;1;1
R10148;1;1;1
R10149;0;0;1
R10150;1;1;1
R10151;0;1;0
R10152;0;1;0
R10153;1;0;1
R10154;0;1;1
R10155;0;1;1
R10156;0;0;1
R10157;1;0;0
R10158;1;1;1
R10159;0;0;1
R10160;1;0;1
R10161;1;0;1
R10162;1;0;1
R10163;0;1;0
R10164;0;1;1
R10165;1;1;1
R10166;0;0;0
R10167;1;1;1
R10168;0;0;1
R10169;0;0;1
R10170;0;0;1
R10171;1;1;1
R10172;0;0;0
R10173;0;0;0
R10174;0;0;0
R10175;1;0;1
R10176;0;1;1
R10177;1;0;1
R10178;0;1;0
R10179;1;1;0
R10180;0;0;0
R10181;1;0;0
R10182;0;0;0
R10183;1;0;1
R10184;0;0;1
R10185;0;0;1
R10186;1;1;0
R10187;1;0;0
R10188;0;0;0
R10189;1;0;0
R10190;1;0;1
R10191;0;1;0
R10192;0;1;1
R10193;1;1;1
R10194;0;0;0
R10195;0;0;0
R10196;1;0;0
R10197;1;1;1
R10198;0;0;0
R10199;0;1;0
R10200;1;0;1
R10201;1;1;1
R10202;1;1;0
R10203;0;1;1
R10204;1;1;0
R10205;0;0;0
R10206;1;1;1
R10207;0;1;1
R10208;1;0;0
R10209;1;0;1
R10210;1;0;1
R10211;0;0;1
R10212;0;1;1
R10213;0;1;0
R10214;1;1;0
R10215;1;1;0
R10216;0;1;0
R10217;1;0;0
R10218;0;0;1
R10219;1;0;1
R10220;0;1;0
R10221;0;0;1
R10222;1;1;1
R10223;1;0;0
R10224;0;0;1
R10225;0;0;0
R10226;0;1;1
R10227;1;1;0
R10228;1;0;1
R10229;1;0;1
R10230;1;0;0
R10231;1;0;1
R10232;0;1;1
R10233;1;1;0
R10234;1;1;0
R10235;0;0;1
R10236;1;0;1
R10237;1;1;1
R10238;0;1;0
R10239;1;0;1
R10240;0;1;1
R10241;0;0;0
R10242;0;1;0
R10243;1;0;1
R10244;1;1;0
R10245;1;0;0
R10246;0;0;1
R10247;0;0;1
R10248;1;1;1
R10249;1;0;1
R10250;1;1;0
R10251;1;0;0
R10252;1;1;0
R10253;1;0;0
R10254;1;1;0
R10255;0;1;0
R10256;1;1;0
R10257;0;0;1
R10258;1;0;0
R10259;1;1;0
R10260;1;0;1
R10261;1;1;1
R10262;0;1;1
R10263;0;1;0
R10264;1;1;0
R10265;1;1;0
R10266;0;0;1
R10267;0;1;1
R10268;0;0;0
R10269;1;0;0
R10270;0;0;1
R10271;1;0;1
R10272;0;0;0
R10273;0;0;0
R10274;1;1;0
R10275;1;1;1
R10276;0;0;1
R10277;0;1;0
R10278;1;0;0
R10279;1;0;0
R10280;1;0;1
R10281;0;1;1
R10282;1;0;0
R10283;1;0;0
R10284;1;0;1
R10285;1;1;1
R10286;1;0;0
R10287;1;1;1
R10288;1;0;1
R10289;1;1;1
R10290;0;1;1
R10291;0;1;0
R10292;0;1;0
R10293;0;1;1
R10294;0;1;0
R10295;0;0;0
R10296;0;0;1
R10297;1;1;0
R10298;0;0;0
R10299;1;1;1
R10300;1;1;0
R10301;1;1;0
R10302;1;1;0
R10303;1;0;1
R10304;0;1;0
R10305;0;0;1
R10306;0;1;0
R10307;0;0;1
R10308;0;0;1
R10309;0;1;1
R10310;0;0;0
R10311;0;1;0
R10312;0;1;0
R10313;1;1;1
R10314;0;1;1
R10315;0;1;1
R10316;1;0;0
R10317;0;0;0
R10318;0;1;0
R10319;0;1;1
R10320;1;1;1
R10321;0;0;0
R10322;1;1;0
R10323;0;0;0
R10324;1;1;1
R10325;1;0;0
R10326;0;1;1
R10327;0;1;0
R10328;1;0;1
R10329;1;1;1
R10330;1;0;1
R10331;0;1;1
R10332;0;0;0
R10333;1;0;0
R10334;0;1;0
R10335;1;0;0
R10336;1;0;1
R10337;0;1;1
R10338;1;0;0
R10339;0;0;1
R10340;1;1;0
R10341;1;0;0
R10342;1;1;0
R10343;0;0;0
R10344;1;1;1
R10345;1;1;1
R10346;0;1;1
R10347;0;0;0
R10348;1;1;1
R10349;1;0;0
R10350;1;0;1
R10351;1;1;1
R10352;0;1;0
R10353;0;1;1
R10354;1;1;1
R10355;1;0;0
R10356;0;1;0
R10357;0;0;0
R10358;1;1;0
R10359;1;1;1
R10360;1;0;0
R10361;1;0;0
R10362;0;1;1
R10363;0;1;0
R10364;0;0;1
R10365;0;1;0
R10366;1;1;1
R10367;0;1;1
R10368;1;1;1
R10369;1;0;1
R10370;1;0;0
R10371;0;0;0
R10372;1;0;0
R10373;0;0;0
R10374;0;0;0
R10375;1;0;1
R10376;1;1;1
R10377;1;0;0
R10378;0;1;1
R10379;1;1;1
R10380;0;1;1
R10381;1;1;1
R10382;0;0;0
R10383;0;0;0
R10384;0;1;0
R10385;0;0;0
R10386;0;1;0
R10387;0;0;1
R10388;0;1;1
R10389;0;1;1
R10390;1;0;0
R10391;0;1;0
R10392;1;1;0
R10393;0;0;0
R10394;1;1;1
R10395;0;0;1
R10396;0;1;0
R10397;1;1;0
R10398;1;1;0
R10399;1;0;1
R10400;0;1;0
R10401;0;1;0
R10402;0;1;0
R10403;0;0;0
R10404;0;1;1
R10405;0;0;1
R10406;1;0;0
R10407;0;1;0
R10408;1;0;0
R10409;1;0;1
R10410;0;0;0
R10411;0;0;1
R10412;1;1;1
R10413;0;1;1
R10414;0;1;1
R10415;1;0;0
R10416;1;1;1
R10417;0;0;0
R10418;1;1;1
R10419;0;0;1
R10420;1;0;0
R10421;1;1;0
R10422;0;0;1
R10423;1;1;0
R10424;1;0;0
R10425;0;1;0
R10426;1;0;0
R10427;0;1;0
R10428;1;0;1
R10429;1;0;1
R10430;0;0;0
R10431;0;1;1
R10432;1;0;0
R10433;0;1;0
R10434;0;1;1
R10435;0;0;1
R10436;0;1;1
R10437;0;0;1
R10438;0;1;0
R10439;0;0;1
R10440;0;0;1
R10441;0;0;0
R10442;0;1;1
R10443;0;0;0
R10444;1;1;0
R10445;1;0;1
R10446;1;0;0
R10447;1;0;1
R10448;1;1;1
R10449;1;0;0
R10450;1;1;1
R10451;1;1;1
R10452;1;0;0
R10453;0;1;0
R10454;0;1;0
R10455;1;0;1
R10456;0;1;0
R10457;1;0;0
R10458;1;1;1
R10459;0;1;1
R10460;1;0;1
R10461;1;0;0
R10462;0;1;1
R10463;0;1;1
R10464;1;0;0
R10465;1;1;1
R10466;0;1;0
R10467;0;1;0
R10468;0;0;0
R10469;1;1;0
R10470;0;0;0
R10471;1;0;0
R10472;0;0;1
R10473;0;1;1
R10474;1;0;1
R10475;0;1;1
R10476;1;0;0
R10477;1;1;0
R10478;1;0;1
R10479;1;0;0
R10480;0;1;0
R10481;0;1;0
R10482;0;1;1
R10483;0;1;1
R10484;0;1;0
R10485;0;1;0
R10486;1;0;0
R10487;1;0;1
R10488;0;1;0
R10489;1;1;1
R10490;1;0;1
R10491;1;0;0
R10492;1;0;0
R10493;0;0;1
R10494;0;1;1
R10495;1;0;0
R10496;0;1;0
R10497;1;1;0
R10498;1;0;1
R10499;1;1;1
R10500;1;1;1
R10501;1;1;1
R10502;0;0;1
R10503;1;1;1
R10504;0;1;1
R10505;1;1;0
R10506;0;0;1
R10507;1;1;1
R10508;0;0;1
R10509;1;1;0
R10510;1;0;0
R10511;1;0;1
R10512;0;1;1
R10513;0;0;0
R10514;0;0;0
R10515;1;0;0
R10516;0;1;0
R10517;0;0;0
R10518;0;1;1
R10519;1;1;1
R10520;1;0;0
R10521;0;0;1
R10522;1;0;1
R10523;1;0;1
R10524;1;0;0
R10525;1;0;1
R10526;0;1;0
R10527;0;1;0
R10528;0;0;0
R10529;0;0;1
R10530;1;1;1
R10531;1;1;0
R10532;1;1;1
R10533;1;1;1
R10534;1;0;1
R10535;0;0;0
R10536;0;0;0
R10537;1;1;0
R10538;0;0;0
R10539;1;1;1
R10540;1;0;1
R10541;1;0;1
R10542;1;1;1
R10543;1;0;0
R10544;0;0;1
R10545;1;0;1
R10546;0;1;0
R10547;1;0;1
R10548;1;0;0
R10549;1;0;0
R10550;0;1;0
R10551;1;1;1
R10552;0;1;0
R10553;1;0;1
R10554;1;1;0
R10555;1;1;0
R10556;1;0;1
R10557;1;1;0
R10558;1;1;1
R10559;0;0;1
R10560;0;1;0
R10561;0;0;1
R10562;0;1;1
R10563;0;1;0
R10564;0;0;1
R10565;1;0;1
R10566;0;1;0
R10567;1;1;1
R10568;1;1;1
R10569;0;0;1
R10570;1;0;1
R10571;0;1;1
R10572;0;0;0
R10573;0;0;0
R10574;0;1;1
R10575;0;1;1
R10576;0;0;1
R10577;1;1;1
R10578;1;1;1
R10579;0;1;0
R10580;1;1;0
R10581;0;1;0
R10582;0;0;0
R10583;1;0;0
R10584;0;1;1
R10585;1;0;0
R10586;1;0;1
R10587;1;0;1
R10588;1;1;1
R10589;0;1;1
R10590;0;0;1
R10591;1;1;0
R10592;1;0;1
R10593;0;0;0
R10594;1;1;0
R10595;0;0;0
R10596;0;0;0
R10597;1;1;1
R10598;1;0;1
R10599;1;1;0
R10600;0;1;1
R10601;0;1;0
R10602;0;1;1
R10603;0;0;1
R10604;1;1;0
R10605;0;1;0
R10606;1;1;1
R10607;1;0;0
R10608;0;0;0
R10609;1;0;1
R10610;1;0;1
R10611;1;0;0
R10612;1;1;1
R10613;1;0;1
R10614;0;1;1
R10615;0;0;1
R10616;1;1;0
R10617;0;1;1
R10618;1;0;0
R10619;0;1;0
R10620;0;1;0
R10621;0;1;1
R10622;1;1;0
R10623;0;1;1
R10624;0;0;0
R10625;1;0;0
R10626;1;0;1
R10627;0;0;0
R10628;0;1;0
R10629;0;0;1
R10630;1;0;0
R10631;1;0;1
R10632;1;0;0
R10633;0;1;1
R10634;0;0;1
R10635;0;1;1
R10636;1;1;0
R10637;0;1;0
R10638;0;0;1
R10639;1;1;1
R10640;1;0;0
R10641;1;1;1
R10642;1;0;0
R10643;1;0;1
R10644;1;0;0
R10645;0;1;1
R10646;1;1;1
R10647;0;1;0
R10648;0;1;0
R10649;1;0;1
R10650;1;0;1
R10651;1;0;0
R10652;1;1;1
R10653;0;1;1
R10654;1;1;0
R10655;1;0;0
R10656;1;1;0
R10657;1;0;0
R10658;0;0;1
R10659;0;1;0
R10660;1;1;1
R10661;0;1;0
R10662;0;1;1
R10663;1;1;1
R10664;0;0;0
R10665;0;0;0
R10666;1;1;1
R10667;1;0;0
R10668;0;0;1
R10669;1;0;1
R10670;1;1;1
R10671;1;0;0
R10672;1;1;0
R10673;0;0;1
R10674;1;0;1
R10675;1;1;0
R10676;0;1;1
R10677;0;1;1
R10678;0;1;1
R10679;0;1;1
R10680;1;0;0
R10681;1;1;0
R10682;1;1;0
R10683;1;1;0
R10684;1;1;0
R10685;1;1;1
R10686;0;1;1
R10687;1;1;0
R10688;0;1;1
R10689;0;0;0
R10690;0;0;1
R10691;0;1;0
R10692;0;1;0
R10693;0;0;0
R10694;1;0;0
R10695;1;0;0
R10696;1;0;1
R10697;1;1;0
R10698;1;0;1
R10699;1;0;1
R10700;1;0;1
R10701;0;0;0
R10702;1;1;1
R10703;0;1;1
R10704;0;0;0
R10705;0;1;1
R10706;0;1;0
R10707;0;0;1
R10708;1;1;0
R10709;0;0;1
R10710;1;1;1
R10711;1;1;1
R10712;1;0;0
R10713;1;1;0
R10714;0;1;0
R10715;1;1;0
R10716;0;0;1
R10717;1;1;1
R10718;0;1;0
R10719;1;0;1
R10720;1;0;1
R10721;1;0;1
R10722;0;1;1
R10723;0;0;0
R10724;0;0;0
R10725;1;0;0
R10726;0;0;1
R10727;1;0;1
R10728;0;0;0
R10729;1;1;0
R10730;1;1;1
R10731;0;0;0
R10732;1;1;1
R10733;1;0;0
R10734;0;1;1
R10735;0;0;1
R10736;0;0;1
R10737;1;0;1
R10738;1;1;1
R10739;1;0;0
R10740;1;1;1
R10741;0;0;1
R10742;0;0;1
R10743;0;1;1
R10744;1;1;0
R10745;0;0;1
R10746;0;1;1
R10747;0;0;1
R10748;1;1;1
R10749;1;0;1
R10750;0;0;1
R10751;1;0;1
R10752;0;1;1
R10753;0;0;0
R10754;0;0;1
R10755;0;1;1
R10756;0;0;1
R10757;0;1;0
R10758;0;0;1
R10759;1;0;0
R10760;0;0;1
R10761;1;1;0
R10762;1;1;0
R10763;1;0;0
R10764;1;0;1
R10765;0;0;0
R10766;0;0;0
R10767;1;0;0
R10768;1;1;1
R10769;1;1;1
R10770;0;0;1
R10771;0;0;0
R10772;1;0;1
R10773;1;1;0
R10774;1;0;1
R10775;1;0;1
R10776;0;1;0
R10777;1;1;1
R10778;1;0;1
R10779;0;0;1
R10780;0;0;0
R10781;0;0;0
R10782;1;1;0
R10783;1;1;0
R10784;0;1;1
R10785;0;1;0
R10786;0;1;0
R10787;0;1;1
R10788;1;0;1
R10789;0;1;1
R10790;1;0;0
R10791;1;1;0
R10792;0;1;0
R10793;1;1;1
R10794;1;1;0
R10795;1;0;1
R10796;1;0;1
R10797;1;0;0
R10798;1;0;0
R10799;0;0;1
R10800;0;0;0
R10801;1;1;1
R10802;1;1;0
R10803;0;0;0
R10804;1;0;0
R10805;0;1;0
R10806;1;0;1
R10807;1;1;0
R10808;0;0;1
R10809;1;0;1
R10810;1;0;1
R10811;1;0;0
R10812;1;1;1
R10813;1;1;0
R10814;0;0;0
R10815;1;1;1
R10816;1;1;0
R10817;0;1;0
R10818;0;0;0
R10819;1;0;1
R10820;1;0;0
R10821;0;1;1
R10822;1;1;1
R10823;0;0;1
R10824;1;1;0
R10825;1;0;0
R10826;1;0;0
R10827;0;1;1
R10828;0;1;1
R10829;1;1;1
R10830;1;0;0
R10831;1;1;0
R10832;0;1;0
R10833;0;1;1
R10834;1;0;0
R10835;1;1;0
R10836;1;0;1
R10837;1;0;0
R10838;1;1;1
R10839;0;0;0
R10840;0;1;1
R10841;0;1;0
R10842;1;1;1
R10843;1;1;1
R10844;0;1;1
R10845;1;1;1
R10846;1;0;1
R10847;1;1;1
R10848;0;0;0
R10849;0;1;0
R10850;1;1;1
R10851;1;1;1
R10852;1;1;1
R10853;0;0;1
R10854;1;0;0
R10855;0;0;1
R10856;1;1;1
R10857;1;0;1
R10858;1;0;1
R10859;0;0;1
R10860;0;0;0
R10861;1;0;0
R10862;0;0;1
R10863;1;1;1
R10864;1;1;1
R10865;0;0;1
R10866;1;0;1
R10867;1;0;0
R10868;1;1;0
R10869;0;0;0
R10870;1;0;1
R10871;1;0;0
R10872;1;1;1
R10873;0;0;0
R10874;1;0;0
R10875;1;1;1
R10876;0;1;0
R10877;1;0;1
R10878;1;0;0
R10879;0;0;1
R10880;0;1;1
R10881;1;1;0
R10882;0;1;0
R10883;1;0;1
R10884;1;0;1
R10885;0;1;1
R10886;0;1;0
R10887;1;0;1
R10888;0;0;1
R10889;0;1;0
R10890;0;1;0
R10891;1;0;1
R10892;1;0;0
R10893;0;1;1
R10894;1;1;0
R10895;0;0;1
R10896;0;0;1
R10897;0;0;0
R10898;0;0;1
R10899;0;1;0
R10900;1;0;1
R10901;1;1;1
R10902;1;0;0
R10903;1;0;0
R10904;0;1;1
R10905;1;0;0
R10906;0;1;0
R10907;0;1;1
R10908;1;0;0
R10909;0;0;0
R10910;1;1;0
R10911;0;0;0
R10912;1;1;1
R10913;1;1;1
R10914;1;1;1
R10915;1;0;0
R10916;0;0;1
R10917;1;0;0
R10918;1;0;1
R10919;0;1;0
R10920;1;0;0
R10921;1;1;0
R10922;1;0;1
R10923;1;0;0
R10924;0;0;0
R10925;0;1;0
R10926;1;1;0
R10927;0;0;1
R10928;1;0;0
R10929;1;1;1
R10930;1;1;1
R10931;1;0;1
R10932;1;0;0
R10933;1;0;0
R10934;0;0;0
R10935;1;1;0
R10936;0;0;0
R10937;0;0;0
R10938;1;1;0
R10939;0;0;1
R10940;1;0;1
R10941;1;0;0
R10942;0;1;1
R10943;0;0;1
R10944;0;1;0
R10945;0;0;0
R10946;0;0;1
R10947;0;0;1
R10948;0;1;1
R10949;1;0;1
R10950;1;1;1
R10951;0;0;1
R10952;0;0;0
R10953;1;1;1
R10954;1;1;0
R10955;1;0;0
R10956;1;1;1
R10957;0;0;0
R10958;0;1;1
R10959;1;1;0
R10960;0;1;0
R10961;1;1;1
R10962;0;0;0
R10963;0;0;1
R10964;0;1;0
R10965;0;1;1
R10966;1;0;1
R10967;1;1;0
R10968;1;1;0
R10969;1;1;1
R10970;1;0;0
R10971;0;0;0
R10972;0;1;0
R10973;0;0;1
R10974;1;0;1
R10975;1;1;0
R10976;0;1;1
R10977;1;1;1
R10978;0;1;0
R10979;0;1;1
R10980;0;0;0
R10981;1;1;0
R10982;0;1;0
R10983;1;0;0
R10984;0;1;1
R10985;1;0;1
R10986;1;1;0
R10987;0;0;1
R10988;0;0;1
R10989;1;1;0
R10990;1;0;0
R10991;1;0;1
R10992;0;0;0
R10993;0;0;0
R10994;1;0;0
R10995;0;0;0
R10996;0;1;0
R10997;1;0;0
R10998;1;0;1
R10999;1;1;0
R11000;1;1;0
R11001;1;1;1
R11002;0;1;0
R11003;0;1;0
R11004;1;1;0
R11005;1;0;1
R11006;1;0;1
R11007;1;1;0
R11008;1;0;0
R11009;0;1;1
R11010;1;0;1
R11011;0;1;1
R11012;0;1;1
R11013;0;1;0
R11014;0;1;0
R11015;1;0;1
R11016;1;0;1
R11017;1;1;1
R11018;1;0;1
R11019;1;0;1
R11020;0;0;0
R11021;1;1;1
R11022;1;1;1
R11023;1;1;0
R11024;1;0;0
R11025;0;1;0
R11026;1;0;0
R11027;0;0;0
R11028;1;0;0
R11029;1;0;0
R11030;0;1;1
R11031;1;0;0
R11032;0;1;0
R11033;0;1;1
R11034;1;1;1
R11035;1;1;0
R11036;0;0;1
R11037;0;0;0
R11038;0;0;1
R11039;0;0;0
R11040;1;0;0
R11041;0;0;1
R11042;1;1;0
R11043;1;1;0
R11044;0;0;0
R11045;1;1;0
R11046;0;1;1
R11047;0;0;0
R11048;1;1;0
R11049;0;0;1
R11050;0;1;0
R11051;1;1;0
R11052;1;1;0
R11053;1;1;1
R11054;0;1;0
R11055;1;0;0
R11056;1;0;1
R11057;0;1;1
R11058;0;0;1
R11059;1;1;0
R11060;1;1;0
R11061;0;1;0
R11062;1;1;1
R11063;1;1;0
R11064;1;1;0
R11065;0;1;0
R11066;1;0;1
R11067;0;1;0
R11068;1;1;1
R11069;0;1;0
R11070;0;0;0
R11071;0;1;1
R11072;0;0;0
R11073;1;0;1
R11074;1;0;1
R11075;1;0;1
R11076;1;0;0
R11077;1;0;1
R11078;0;1;1
R11079;0;1;0
R11080;0;0;0
R11081;0;1;1
R11082;0;1;0
R11083;0;0;1
R11084;1;0;1
R11085;1;0;1
R11086;0;1;0
R11087;1;1;1
R11088;1;1;0
R11089;0;1;1
R11090;1;0;1
R11091;1;1;0
R11092;1;0;1
R11093;0;0;0
R11094;1;0;0
R11095;0;0;0
R11096;0;1;1
R11097;0;1;0
R11098;0;1;0
R11099;1;0;1
R11100;0;0;0
R11101;1;0;1
R11102;1;1;0
R11103;1;1;1
R11104;1;0;0
R11105;1;0;0
R11106;1;1;0
R11107;1;0;0
R11108;1;0;1
R11109;1;1;0
R11110;1;0;0
R11111;1;1;1
R11112;1;1;0
R11113;0;1;1
R11114;1;0;0
R11115;1;0;1
R11116;1;1;0
R11117;0;1;0
R11118;0;0;0
R11119;1;1;0
R11120;0;0;0
R11121;1;0;0
R11122;0;0;1
R11123;1;1;0
R11124;0;1;1
R11125;0;1;0
R11126;0;1;0
R11127;0;0;1
R11128;0;1;0
R11129;1;1;0
R11130;0;0;0
R11131;0;0;1
R11132;1;1;1
R11133;0;0;0
R11134;0;1;1
R11135;0;1;0
R11136;0;0;0
R11137;1;1;0
R11138;1;0;0
R11139;1;1;0
R11140;0;1;1
R11141;1;0;1
R11142;1;1;1
R11143;1;0;1
R11144;1;1;0
R11145;1;1;0
R11146;0;0;1
R11147;1;1;0
R11148;1;1;1
R11149;1;0;0
R11150;0;0;1
R11151;0;0;1
R11152;1;1;0
R11153;1;1;1
R11154;1;1;0
R11155;1;0;0
R11156;1;1;1
R11157;1;1;0
R11158;0;1;1
R11159;0;0;0
R11160;1;0;1
R11161;1;1;1
R11162;0;0;0
R11163;0;1;1
R11164;1;1;1
R11165;1;0;0
R11166;0;1;1
R11167;1;0;0
R11168;0;1;0
R11169;0;0;0
R11170;1;0;0
R11171;0;0;1
R11172;0;0;1
R11173;1;1;0
R11174;0;1;1
R11175;0;0;1
R11176;0;1;1
R11177;1;0;0
R11178;1;0;1
R11179;0;0;0
R11180;0;1;0
R11181;0;0;1
R11182;0;0;0
R11183;1;0;1
R11184;0;0;0
R11185;1;0;1
R11186;1;1;1
R11187;1;1;0
R11188;1;1;0
R11189;1;0;0
R11190;1;0;1
R11191;0;1;1
R11192;0;0;1
R11193;0;1;1
R11194;1;1;1
R11195;0;0;1
R11196;1;1;1
R11197;0;0;1
R11198;0;1;0
R11199;1;1;0
R11200;0;0;1
R11201;1;1;1
R11202;0;1;1
R11203;1;1;0
R11204;0;0;1
R11205;0;0;0
R11206;1;0;0
R11207;1;0;1
R11208;0;0;1
R11209;1;0;0
R11210;1;1;0
R11211;0;1;0
R11212;1;0;1
R11213;1;0;0
R11214;0;0;1
R11215;1;1;0
R11216;1;0;0
R11217;0;0;0
R11218;1;1;0
R11219;1;0;0
R11220;1;1;1
R11221;0;1;1
R11222;1;1;0
R11223;0;1;1
R11224;1;1;1
R11225;1;0;1
R11226;0;1;1
R11227;1;0;1
R11228;1;1;0
R11229;1;0;1
R11230;0;1;1
R11231;0;0;0
R11232;0;1;0
R11233;1;1;1
R11234;1;1;1
R11235;1;0;0
R11236;0;0;0
R11237;1;1;1
R11238;1;1;1
R11239;0;1;1
R11240;0;1;0
R11241;0;0;1
R11242;1;1;1
R11243;1;0;1
R11244;1;0;0
R11245;0;1;1
R11246;0;0;0
R11247;1;1;0
R11248;0;0;0
R11249;0;1;0
R11250;0;1;1
R11251;0;1;1
R11252;1;1;0
R11253;0;0;1
R11254;0;0;1
R11255;0;0;1
R11256;1;1;1
R11257;1;0;0
R11258;1;1;1
R11259;0;1;1
R11260;0;0;0
R11261;0;0;1
R11262;0;1;0
R11263;1;0;1
R11264;0;0;0
R11265;0;0;1
R11266;1;1;0
R11267;0;0;1
R11268;1;0;1
R11269;0;1;1
R11270;1;1;1
R11271;1;1;1
R11272;0;1;1
R11273;0;1;1
R11274;0;0;1
R11275;0;0;0
R11276;1;1;0
R11277;1;0;1
R11278;1;1;1
R11279;1;1;0
R11280;0;0;0
R11281;0;0;0
R11282;1;0;0
R11283;1;1;0
R11284;0;1;0
R11285;0;1;1
R11286;1;1;0
R11287;1;1;1
R11288;0;1;0
R11289;1;0;1
R11290;0;0;1
R11291;0;0;0
